서울특별시 용산구 한남동,258,258,0,리버티하우스,173.74,202012,5,"165,000",15,2001,독서당로 70,, ,-,-
서울특별시 용산구 한남동,258,258,0,리버티하우스,173.74,202012,5,"165,000",15,2001,독서당로 70,20201229, ,-,-
서울특별시 용산구 한남동,732-19,732,19,장미1,75.3,202012,1,"162,000",3,1976,우사단로10길 39-96,, ,-,-
서울특별시 용산구 한남동,810,810,0,한남더힐,240.23,202012,21,"670,000",1,2011,독서당로 111,, ,-,-
서울특별시 용산구 한남동,810,810,0,한남더힐,240.23,202012,30,"670,000",-1,2011,독서당로 111,, ,-,-
서울특별시 용산구 한남동,810,810,0,한남더힐,240.305,202012,31,"710,000",2,2011,독서당로 111,, ,-,-
서울특별시 용산구 한남동,Jan-72,72,1,한남동리첸시아,32.21,202012,12,"57,500",13,2004,한남대로 60,, ,-,-
서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,49.6971,202012,18,"94,000",17,2017,독서당로 46,, ,-,-
서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,49.9061,202012,22,"93,000",11,2017,독서당로 46,, ,-,-
서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,47.8105,202012,26,"88,000",5,2017,독서당로 46,, ,-,-
서울특별시 용산구 한남동,827,827,0,한남해피트리,66.11,202012,28,"128,000",5,2016,한남대로27길 60,, ,-,-
서울특별시 용산구 한남동,807,807,0,한남힐스테이트,130.445,202012,7,"190,000",8,2003,장문로 141,, ,-,-
서울특별시 용산구 한남동,807,807,0,한남힐스테이트,130.898,202012,14,"200,000",7,2003,장문로 141,, ,-,-
서울특별시 용산구 한남동,807,807,0,한남힐스테이트,129.059,202012,19,"184,500",12,2003,장문로 141,, ,-,-
서울특별시 용산구 한남동,807,807,0,한남힐스테이트,151.071,202012,19,"210,000",10,2003,장문로 141,, ,-,-
서울특별시 용산구 한남동,29-4,29,4,한성1,38.18,202012,30,"50,000",1,1974,독서당로 73-4,, ,-,-
서울특별시 용산구 한남동,1-44,1,44,힐탑트레져1동,208.88,202012,23,"285,000",5,2003,유엔빌리지길 200-16,, ,-,-
서울특별시 용산구 효창동,268,268,0,세양청마루,59.28,202012,18,"102,000",14,2006,백범로 250,, ,-,-
서울특별시 용산구 효창동,287,287,0,용산롯데캐슬센터포레,84.9204,202012,3,"167,500",7,2019,백범로 313,, ,-,-
서울특별시 용산구 효창동,286,286,0,용산케이씨씨스위첸,59.97,202012,12,"137,000",9,2018,백범로 275,, ,-,-
서울특별시 용산구 효창동,286,286,0,용산케이씨씨스위첸,84.91,202012,12,"165,000",16,2018,백범로 275,, ,-,-
서울특별시 용산구 효창동,5-495,5,495,효창맨션,73.06,202012,8,"59,000",5,1969,효창원로 157,, ,-,-
서울특별시 용산구 효창동,5-495,5,495,효창맨션,59.5,202012,21,"29,000",11,1969,효창원로 157,, ,-,-
서울특별시 용산구 효창동,5-145,5,145,효창한신,60.4,202012,1,"79,000",3,1987,백범로45길 9-11,, ,-,-
서울특별시 용산구 효창동,5-145,5,145,효창한신,84.69,202012,12,"97,900",4,1987,백범로45길 9-11,, ,-,-
서울특별시 용산구 후암동,438-7,438,7,제일,45.3,202012,24,"41,000",5,2004,후암로48길 16,, ,-,-
서울특별시 은평구 갈현동,544,544,0,갈현삼성,79.95,202012,19,"40,000",9,2003,서오릉로 228,, ,-,-
서울특별시 은평구 갈현동,465-12,465,12,동광갈현베르빌,59.73,202012,19,"56,500",20,2004,연서로 149,, ,-,-
서울특별시 은평구 갈현동,465-12,465,12,동광갈현베르빌,59.73,202012,19,"50,000",14,2004,연서로 149,, ,-,-
서울특별시 은평구 갈현동,267-1,267,1,라이프시티,79.11,202012,19,"43,000",2,1991,갈현로29길 61,, ,-,-
서울특별시 은평구 갈현동,543,543,0,메카,84.3,202012,28,"37,000",9,2001,갈현로29길 52,, ,-,-
서울특별시 은평구 갈현동,538,538,0,미미,124.65,202012,12,"63,500",1,1997,갈현로29길 11,, ,-,-
서울특별시 은평구 갈현동,538,538,0,미미,124.65,202012,29,"74,400",11,1997,갈현로29길 11,, ,-,-
서울특별시 은평구 갈현동,463-16,463,16,연서노벨(463-16),84.68,202012,2,"43,000",3,2011,연서로19길 4,, ,-,-
서울특별시 은평구 갈현동,542-1,542,1,현재트윈빌,111.96,202012,11,"57,800",3,2000,서오릉로20길 5-10,, ,-,-
서울특별시 은평구 갈현동,327-15,327,15,힐튼,69.2,202012,26,"29,700",2,2007,서오릉로18길 13-15,, ,-,-
서울특별시 은평구 구산동,547,547,0,갈현1단지e-편한세상,84.618,202012,14,"66,000",11,2004,서오릉로21길 47,, ,-,-
서울특별시 은평구 구산동,382,382,0,갈현현대,84.83,202012,30,"54,800",7,1998,서오릉로21길 36,, ,-,-
서울특별시 은평구 구산동,224,224,0,경남아너스빌,84.69,202012,6,"58,000",17,2004,갈현로11길 46,, ,-,-
서울특별시 은평구 구산동,224,224,0,경남아너스빌,84.69,202012,31,"59,700",1,2004,갈현로11길 46,, ,-,-
서울특별시 은평구 구산동,162-1,162,1,경향파크,124.8,202012,21,"42,500",7,1989,갈현로15길 53,, ,-,-
서울특별시 은평구 구산동,24-77,24,77,그린,51.76,202012,18,"25,500",3,2005,갈현로16길 11,, ,-,-
서울특별시 은평구 구산동,159-10,159,10,브라운스톤구산,116.32,202012,1,"70,000",1,2006,갈현로17길 17,, ,-,-
서울특별시 은평구 구산동,159-10,159,10,브라운스톤구산,84.89,202012,11,"63,000",10,2006,갈현로17길 17,20210619, ,-,-
서울특별시 은평구 구산동,159-10,159,10,브라운스톤구산,84.89,202012,14,"63,000",4,2006,갈현로17길 17,, ,-,-
서울특별시 은평구 구산동,159-10,159,10,브라운스톤구산,59.97,202012,17,"58,000",7,2006,갈현로17길 17,, ,-,-
서울특별시 은평구 구산동,159-10,159,10,브라운스톤구산,59.97,202012,26,"59,700",12,2006,갈현로17길 17,, ,-,-
서울특별시 은평구 구산동,159-10,159,10,브라운스톤구산,84.89,202012,30,"63,000",1,2006,갈현로17길 17,, ,-,-
서울특별시 은평구 녹번동,278-1,278,1,녹번2현대,84.94,202012,12,"77,000",8,2001,서오릉로 46,, ,-,-
서울특별시 은평구 녹번동,280-1,280,1,녹번JR아파트,59.866,202012,5,"54,000",1,2002,통일로 586-19,, ,-,-
서울특별시 은평구 녹번동,280-1,280,1,녹번JR아파트,59.866,202012,9,"61,500",7,2002,통일로 586-19,, ,-,-
서울특별시 은평구 녹번동,141-8,141,8,동호스카이,58.22,202012,5,"45,100",6,2009,진흥로 144,, ,-,-
서울특별시 은평구 녹번동,283,283,0,래미안베라힐즈,84.95,202012,16,"124,000",11,2019,통일로 630,, ,-,-
서울특별시 은평구 녹번동,283,283,0,래미안베라힐즈,84.95,202012,21,"114,000",4,2019,통일로 630,, ,-,-
서울특별시 은평구 녹번동,283,283,0,래미안베라힐즈,84.95,202012,22,"114,000",2,2019,통일로 630,, ,-,-
서울특별시 은평구 녹번동,283,283,0,래미안베라힐즈,84.95,202012,26,"130,000",18,2019,통일로 630,, ,-,-
서울특별시 은평구 녹번동,283,283,0,래미안베라힐즈,84.95,202012,31,"126,900",17,2019,통일로 630,, ,-,-
서울특별시 은평구 녹번동,281,281,0,북한산푸르지오,84.99,202012,4,"104,700",13,2015,통일로 660,, ,-,-
서울특별시 은평구 녹번동,281,281,0,북한산푸르지오,84.99,202012,5,"103,000",3,2015,통일로 660,, ,-,-
서울특별시 은평구 녹번동,281,281,0,북한산푸르지오,59.99,202012,5,"91,500",13,2015,통일로 660,, ,-,-
서울특별시 은평구 녹번동,281,281,0,북한산푸르지오,59.99,202012,5,"90,000",9,2015,통일로 660,, ,-,-
서울특별시 은평구 녹번동,281,281,0,북한산푸르지오,84.99,202012,8,"111,000",7,2015,통일로 660,, ,-,-
서울특별시 은평구 녹번동,281,281,0,북한산푸르지오,84.99,202012,19,"113,000",7,2015,통일로 660,, ,-,-
서울특별시 은평구 녹번동,281,281,0,북한산푸르지오,59.99,202012,22,"92,000",10,2015,통일로 660,, ,-,-
서울특별시 은평구 녹번동,281,281,0,북한산푸르지오,84.99,202012,23,"112,000",15,2015,통일로 660,, ,-,-
서울특별시 은평구 녹번동,281,281,0,북한산푸르지오,84.99,202012,26,"109,500",5,2015,통일로 660,, ,-,-
서울특별시 은평구 녹번동,281,281,0,북한산푸르지오,59.99,202012,30,"96,800",15,2015,통일로 660,, ,-,-
서울특별시 은평구 녹번동,281,281,0,북한산푸르지오,59.99,202012,31,"97,000",14,2015,통일로 660,, ,-,-
서울특별시 은평구 녹번동,282,282,0,힐스테이트녹번,84.9,202012,14,"129,000",18,2019,통일로 610,, ,-,-
서울특별시 은평구 녹번동,282,282,0,힐스테이트녹번,84.898,202012,21,"137,000",17,2019,통일로 610,, ,-,-
서울특별시 은평구 녹번동,282,282,0,힐스테이트녹번,59.9,202012,26,"104,300",8,2019,통일로 610,, ,-,-
서울특별시 은평구 녹번동,282,282,0,힐스테이트녹번,84.898,202012,26,"123,000",9,2019,통일로 610,, ,-,-
서울특별시 은평구 녹번동,282,282,0,힐스테이트녹번,84.9,202012,29,"120,000",2,2019,통일로 610,20210422, ,-,-
서울특별시 은평구 대조동,04-08,4,8,대조리치빌III,36.3,202012,12,"33,600",11,2014,통일로 745-6,, ,-,-
서울특별시 은평구 대조동,197-3,197,3,메트하임,14.03,202012,12,"17,600",9,2020,연서로28길 12-1,, ,-,-
서울특별시 은평구 대조동,197-3,197,3,메트하임,14.03,202012,30,"15,000",12,2020,연서로28길 12-1,, ,-,-
서울특별시 은평구 대조동,09-19,9,19,모아아파트(103동),39.47,202012,21,"33,500",14,2015,불광로1길 6,, ,-,-
서울특별시 은평구 대조동,06-19,6,19,미래하임(6-19),29.58,202012,28,"24,400",8,2014,통일로67길 8-10,, ,-,-
서울특별시 은평구 대조동,231,231,0,삼성타운,59.4,202012,17,"53,000",18,1997,서오릉로 94,, ,-,-
서울특별시 은평구 대조동,15-58,15,58,서경아파트(15-58),24.98,202012,11,"24,000",8,2020,통일로65길 12-6,, ,-,-
서울특별시 은평구 대조동,59-20,59,20,아이안,78.3,202012,21,"47,500",5,2008,진흥로11길 8-1,, ,-,-
서울특별시 은평구 대조동,06-13,6,13,예가크레시아,49.77,202012,9,"35,000",10,2012,통일로67길 8,, ,-,-
서울특별시 은평구 대조동,15-114,15,114,정익제이원아파트(15-114),25.68,202012,20,"23,800",13,2015,통일로65길 13-10,, ,-,-
서울특별시 은평구 대조동,9-31,9,31,주주베B,28.24,202012,16,"16,000",10,2014,불광로1길 2-4,, ,-,-
서울특별시 은평구 대조동,09-14,9,14,주주베에이,21.54,202012,2,"13,000",4,2014,통일로67길 9,, ,-,-
서울특별시 은평구 대조동,09-14,9,14,주주베에이,13.56,202012,16,"12,400",10,2014,통일로67길 9,, ,-,-
서울특별시 은평구 불광동,311-13,311,13,극동메트로타워,97.29,202012,19,"85,000",15,2001,통일로 856,, ,-,-
서울특별시 은평구 불광동,632,632,0,남해그린힐,59.87,202012,31,"34,400",1,2001,불광로6길 20,, ,-,-
서울특별시 은평구 불광동,248,248,0,라이프미성,66.7,202012,1,"68,000",1,1988,통일로 780,, ,-,-
서울특별시 은평구 불광동,248,248,0,라이프미성,125.75,202012,3,"98,500",13,1988,통일로 780,, ,-,-
서울특별시 은평구 불광동,248,248,0,라이프미성,66.7,202012,14,"71,500",1,1988,통일로 780,, ,-,-
서울특별시 은평구 불광동,248,248,0,라이프미성,66.7,202012,19,"73,500",14,1988,통일로 780,, ,-,-
서울특별시 은평구 불광동,248,248,0,라이프미성,84.65,202012,20,"85,000",8,1988,통일로 780,, ,-,-
서울특별시 은평구 불광동,248,248,0,라이프미성,84.65,202012,20,"83,000",7,1988,통일로 780,, ,-,-
서울특별시 은평구 불광동,486-17,486,17,베로니스,26.35,202012,12,"28,000",8,2019,통일로80길 1-1,, ,-,-
서울특별시 은평구 불광동,71-16,71,16,북한산대창센시티,59.85,202012,12,"59,800",1,2004,불광로 208,, ,-,-
서울특별시 은평구 불광동,644,644,0,북한산동호스카이,84.99,202012,8,"56,000",1,2013,연서로34길 42,, ,-,-
서울특별시 은평구 불광동,638,638,0,북한산래미안아파트(1단지),59.9932,202012,2,"74,000",1,2010,진흥로 267,, ,-,-
서울특별시 은평구 불광동,638,638,0,북한산래미안아파트(1단지),59.9932,202012,6,"78,500",2,2010,진흥로 267,, ,-,-
서울특별시 은평구 불광동,638,638,0,북한산래미안아파트(1단지),84.9885,202012,6,"86,800",1,2010,진흥로 267,, ,-,-
서울특별시 은평구 불광동,638,638,0,북한산래미안아파트(1단지),59.9932,202012,18,"42,000",12,2010,진흥로 267,, ,-,-
서울특별시 은평구 불광동,637,637,0,북한산래미안아파트(2단지),59.9932,202012,26,"84,700",14,2010,진흥로 265,, ,-,-
서울특별시 은평구 불광동,633,633,0,북한산현대홈타운,59.9765,202012,7,"79,000",13,2004,불광로2길 7,, ,-,-
서울특별시 은평구 불광동,633,633,0,북한산현대홈타운,59.9765,202012,8,"77,000",9,2004,불광로2길 16,, ,-,-
서울특별시 은평구 불광동,633,633,0,북한산현대홈타운,59.9765,202012,19,"69,900",1,2004,불광로2길 7,, ,-,-
서울특별시 은평구 불광동,641,641,0,북한산현대힐스테이트3차아파트,59.99,202012,5,"79,000",13,2010,불광로 122-10,, ,-,-
서울특별시 은평구 불광동,641,641,0,북한산현대힐스테이트3차아파트,59.99,202012,12,"78,900",14,2010,불광로 122-10,, ,-,-
서울특별시 은평구 불광동,641,641,0,북한산현대힐스테이트3차아파트,84.96,202012,12,"88,000",2,2010,불광로 122-10,, ,-,-
서울특별시 은평구 불광동,641,641,0,북한산현대힐스테이트3차아파트,59.99,202012,13,"80,500",14,2010,불광로 122-10,, ,-,-
서울특별시 은평구 불광동,641,641,0,북한산현대힐스테이트3차아파트,84.96,202012,13,"91,700",13,2010,불광로 122-10,, ,-,-
서울특별시 은평구 불광동,641,641,0,북한산현대힐스테이트3차아파트,59.99,202012,19,"80,000",10,2010,불광로 122-10,, ,-,-
서울특별시 은평구 불광동,641,641,0,북한산현대힐스테이트3차아파트,84.96,202012,19,"89,900",12,2010,불광로 122-10,, ,-,-
서울특별시 은평구 불광동,641,641,0,북한산현대힐스테이트3차아파트,84.98,202012,19,"92,000",6,2010,불광로 122-10,, ,-,-
서울특별시 은평구 불광동,641,641,0,북한산현대힐스테이트3차아파트,59.99,202012,19,"75,500",2,2010,불광로 122-10,, ,-,-
서울특별시 은평구 불광동,641,641,0,북한산현대힐스테이트3차아파트,59.99,202012,19,"84,000",15,2010,불광로 122-10,, ,-,-
서울특별시 은평구 불광동,641,641,0,북한산현대힐스테이트3차아파트,59.99,202012,19,"80,000",12,2010,불광로 122-10,, ,-,-
서울특별시 은평구 불광동,641,641,0,북한산현대힐스테이트3차아파트,129.46,202012,21,"105,000",5,2010,불광로 122-10,, ,-,-
서울특별시 은평구 불광동,641,641,0,북한산현대힐스테이트3차아파트,84.96,202012,22,"92,000",5,2010,불광로 122-10,, ,-,-
서울특별시 은평구 불광동,641,641,0,북한산현대힐스테이트3차아파트,84.97,202012,22,"95,000",8,2010,불광로 122-10,, ,-,-
서울특별시 은평구 불광동,641,641,0,북한산현대힐스테이트3차아파트,59.99,202012,26,"75,000",1,2010,불광로 122-10,, ,-,-
서울특별시 은평구 불광동,641,641,0,북한산현대힐스테이트3차아파트,59.99,202012,30,"79,000",1,2010,불광로 122-10,, ,-,-
서울특별시 은평구 불광동,635,635,0,북한산힐스테이트1차아파트,84.734,202012,4,"88,500",7,2009,불광로2길 33,, ,-,-
서울특별시 은평구 불광동,635,635,0,북한산힐스테이트1차아파트,59.817,202012,8,"77,000",8,2009,불광로2길 33,, ,-,-
서울특별시 은평구 불광동,635,635,0,북한산힐스테이트1차아파트,59.817,202012,19,"79,400",5,2009,불광로2길 33,, ,-,-
서울특별시 은평구 불광동,635,635,0,북한산힐스테이트1차아파트,84.369,202012,24,"74,500",1,2009,불광로2길 33,, ,-,-
서울특별시 은평구 불광동,635,635,0,북한산힐스테이트1차아파트,59.817,202012,26,"81,000",11,2009,불광로2길 33,, ,-,-
서울특별시 은평구 불광동,643,643,0,북한산힐스테이트7차,84.813,202012,14,"107,500",12,2011,통일로 796,, ,-,-
서울특별시 은평구 불광동,643,643,0,북한산힐스테이트7차,141.979,202012,16,"133,500",8,2011,통일로 796,, ,-,-
서울특별시 은평구 불광동,643,643,0,북한산힐스테이트7차,59.981,202012,16,"94,500",3,2011,통일로 796,, ,-,-
서울특별시 은평구 불광동,643,643,0,북한산힐스테이트7차,84.947,202012,17,"110,000",5,2011,통일로 796,, ,-,-
서울특별시 은평구 불광동,645,645,0,불광롯데캐슬,59.99,202012,12,"89,500",13,2018,불광로 64,, ,-,-
서울특별시 은평구 불광동,645,645,0,불광롯데캐슬,59.99,202012,12,"83,000",6,2018,불광로 64,, ,-,-
서울특별시 은평구 불광동,217-9,217,9,삼익(217-9),84.71,202012,9,"53,000",4,1992,불광로 153,, ,-,-
서울특별시 은평구 불광동,329-11,329,11,에덴,64.02,202012,9,"35,000",5,2001,통일로72길 28,, ,-,-
서울특별시 은평구 불광동,484-90,484,90,윤현(484-90),117.3,202012,12,"45,000",5,1998,통일로82길 44,, ,-,-
서울특별시 은평구 불광동,330-14,330,14,청나아파트,67.55,202012,11,"36,000",5,2003,통일로72길 30-53,, ,-,-
서울특별시 은평구 수색동,75,75,0,DMC자이1단지,123.67,202012,12,"128,000",13,2009,수색로 217,, ,-,-
