서울특별시 성동구 마장동,820,820,0,금호어울림,84.97,201912,14,"92,000",3,2006,마조로 57,, ,-,-
서울특별시 성동구 마장동,825,825,0,대성유니드,59.7,201912,7,"65,000",4,2004,마장로37길 7,, ,-,-
서울특별시 성동구 마장동,819,819,0,마장동중앙하이츠,84.8,201912,2,"73,000",14,1999,마장로 262,, ,-,-
서울특별시 성동구 마장동,819,819,0,마장동중앙하이츠,84.8,201912,7,"73,400",13,1999,마장로 262,, ,-,-
서울특별시 성동구 마장동,819,819,0,마장동중앙하이츠,60,201912,7,"60,000",5,1999,마장로 262,, ,-,-
서울특별시 성동구 마장동,819,819,0,마장동중앙하이츠,84.8,201912,27,"70,000",2,1999,마장로 262,, ,-,-
서울특별시 성동구 마장동,817,817,0,삼성,84.93,201912,6,"71,500",1,1996,마장로 271,, ,-,-
서울특별시 성동구 마장동,817,817,0,삼성,84.93,201912,16,"80,000",17,1996,마장로 271,, ,-,-
서울특별시 성동구 마장동,817,817,0,삼성,134.97,201912,27,"87,000",8,1996,마장로 271,, ,-,-
서울특별시 성동구 마장동,784,784,0,세림,72.84,201912,5,"70,000",10,1986,마장로42길 16,, ,-,-
서울특별시 성동구 마장동,784,784,0,세림,84.93,201912,23,"82,000",8,1986,마장로42길 16,, ,-,-
서울특별시 성동구 마장동,822,822,0,신성미소지움,59.96,201912,3,"67,000",14,2004,마장로39길 43,, ,-,-
서울특별시 성동구 마장동,822,822,0,신성미소지움,59.96,201912,7,"64,500",3,2004,마장로39길 43,, ,-,-
서울특별시 성동구 마장동,822,822,0,신성미소지움,84.99,201912,12,"73,000",7,2004,마장로39길 43,, ,-,-
서울특별시 성동구 마장동,822,822,0,신성미소지움,59.96,201912,23,"66,000",6,2004,마장로39길 43,, ,-,-
서울특별시 성동구 마장동,768-1,768,1,아트리움,82.2,201912,20,"52,500",5,2004,마장로39길 36,, ,-,-
서울특별시 성동구 마장동,767-1,767,1,장원,84.8,201912,2,"54,000",6,2002,마장로35길 104,, ,-,-
서울특별시 성동구 마장동,818,818,0,현대,134.79,201912,3,"84,700",5,1998,살곶이길 50,, ,-,-
서울특별시 성동구 마장동,818,818,0,현대,59.91,201912,3,"59,500",18,1998,살곶이길 50,, ,-,-
서울특별시 성동구 마장동,818,818,0,현대,84.91,201912,7,"75,000",20,1998,살곶이길 50,, ,-,-
서울특별시 성동구 마장동,818,818,0,현대,59.94,201912,7,"58,000",2,1998,살곶이길 50,, ,-,-
서울특별시 성동구 마장동,818,818,0,현대,134.79,201912,19,"55,000",27,1998,살곶이길 50,, ,-,-
서울특별시 성동구 마장동,818,818,0,현대,59.94,201912,28,"59,800",20,1998,살곶이길 50,, ,-,-
서울특별시 성동구 마장동,818,818,0,현대,134.79,201912,31,"88,000",17,1998,살곶이길 50,, ,-,-
서울특별시 성동구 사근동,199,199,0,중앙하이츠,71.85,201912,10,"45,500",1,1989,사근동길 65,, ,-,-
서울특별시 성동구 상왕십리동,811,811,0,텐즈힐(2구역),127.44,201912,1,"141,700",16,2014,마장로 137,, ,-,-
서울특별시 성동구 상왕십리동,811,811,0,텐즈힐(2구역),84.9,201912,1,"128,000",16,2014,마장로 137,, ,-,-
서울특별시 성동구 상왕십리동,811,811,0,텐즈힐(2구역),127.44,201912,2,"142,500",24,2014,마장로 137,, ,-,-
서울특별시 성동구 상왕십리동,811,811,0,텐즈힐(2구역),84.95,201912,5,"130,500",3,2014,마장로 137,, ,-,-
서울특별시 성동구 상왕십리동,811,811,0,텐즈힐(2구역),127.44,201912,7,"139,000",6,2014,마장로 137,, ,-,-
서울특별시 성동구 상왕십리동,811,811,0,텐즈힐(2구역),84.9,201912,14,"129,000",20,2014,마장로 137,, ,-,-
서울특별시 성동구 성수동1가,710,710,0,강변건영아파트,73.912,201912,2,"133,000",16,2002,왕십리로 36,, ,-,-
서울특별시 성동구 성수동1가,710,710,0,강변건영아파트,84.952,201912,11,"149,000",22,2002,왕십리로 36,, ,-,-
서울특별시 성동구 성수동1가,710,710,0,강변건영아파트,84.952,201912,28,"145,000",6,2002,왕십리로 36,, ,-,-
서울특별시 성동구 성수동1가,710,710,0,강변건영아파트,84.952,201912,29,"132,500",1,2002,왕십리로 36,, ,-,-
서울특별시 성동구 성수동1가,714,714,0,금호,84.98,201912,14,"109,500",13,2003,뚝섬로5길 17,, ,-,-
서울특별시 성동구 성수동1가,709,709,0,대우2,59.83,201912,8,"76,000",19,1999,상원6길 16,, ,-,-
서울특별시 성동구 성수동1가,708,708,0,동아그린,58.32,201912,21,"73,500",17,1999,상원길 76,, ,-,-
서울특별시 성동구 성수동1가,708,708,0,동아그린,58.32,201912,23,"72,000",4,1999,상원길 76,, ,-,-
서울특별시 성동구 성수동1가,708,708,0,동아그린,84.91,201912,26,"84,500",1,1999,상원길 76,, ,-,-
서울특별시 성동구 성수동1가,708,708,0,동아그린,58.32,201912,27,"73,900",14,1999,상원길 76,, ,-,-
서울특별시 성동구 성수동1가,13-157,13,157,뚝섬현대,84.22,201912,13,"88,000",11,1992,상원길 42,, ,-,-
서울특별시 성동구 성수동1가,13-157,13,157,뚝섬현대,84.22,201912,13,"84,500",5,1992,상원길 42,, ,-,-
서울특별시 성동구 성수동1가,13-157,13,157,뚝섬현대,84.22,201912,16,"88,000",5,1992,상원길 42,, ,-,-
서울특별시 성동구 성수동1가,656-234,656,234,서울숲대림,59.885,201912,1,"96,000",11,2000,뚝섬로1길 4,, ,-,-
서울특별시 성동구 성수동1가,676-5,676,5,서울숲성수현대,69.21,201912,30,"87,000",6,1990,서울숲길 25,, ,-,-
서울특별시 성동구 성수동1가,707,707,0,서울숲한양현대,59.89,201912,6,"77,500",5,1999,상원1길 17,, ,-,-
서울특별시 성동구 성수동1가,707,707,0,서울숲한양현대,84.81,201912,13,"102,700",11,1999,상원1길 17,, ,-,-
서울특별시 성동구 성수동1가,707,707,0,서울숲한양현대,84.81,201912,14,"105,000",13,1999,상원1길 17,, ,-,-
서울특별시 성동구 성수동1가,717,717,0,서울숲해오름(717-0),78.35,201912,22,"74,000",6,2005,상원6나길 16,, ,-,-
서울특별시 성동구 성수동1가,685-191,685,191,성수파크빌,121.95,201912,23,"96,000",2,2002,서울숲길 17,, ,-,-
서울특별시 성동구 성수동1가,705,705,0,우방,60,201912,6,"66,000",6,1997,상원길 75,, ,-,-
서울특별시 성동구 성수동1가,705,705,0,우방,60,201912,11,"64,900",6,1997,상원길 75,, ,-,-
서울특별시 성동구 성수동1가,705,705,0,우방,60,201912,14,"66,900",6,1997,상원길 75,, ,-,-
서울특별시 성동구 성수동1가,705,705,0,우방,60,201912,21,"69,500",7,1997,상원길 75,, ,-,-
서울특별시 성동구 성수동1가,715,715,0,중앙하이츠빌,84.9673,201912,7,"124,500",8,2003,상원길 47,, ,-,-
서울특별시 성동구 성수동1가,718,718,0,트리마제,84.8213,201912,3,"290,000",39,2017,왕십리로 16,, ,-,-
서울특별시 성동구 성수동1가,718,718,0,트리마제,25.3284,201912,4,"92,500",10,2017,왕십리로 16,, ,-,-
서울특별시 성동구 성수동1가,718,718,0,트리마제,140.3099,201912,5,"339,000",40,2017,왕십리로 16,, ,-,-
서울특별시 성동구 성수동1가,704,704,0,한진타운,84.21,201912,12,"130,000",7,1994,뚝섬로 310,, ,-,-
서울특별시 성동구 성수동1가,Feb-33,33,2,현대그린,56.97,201912,17,"70,000",4,1994,뚝섬로3길 6,, ,-,-
서울특별시 성동구 성수동2가,832,832,0,금호타운2차아파트,59.94,201912,6,"68,000",6,1997,연무장길 31,, ,-,-
서울특별시 성동구 성수동2가,832,832,0,금호타운2차아파트,59.94,201912,15,"74,000",14,1997,연무장길 31,, ,-,-
서울특별시 성동구 성수동2가,832,832,0,금호타운2차아파트,59.94,201912,16,"70,000",3,1997,연무장길 31,, ,-,-
서울특별시 성동구 성수동2가,835,835,0,롯데캐슬파크,101.995,201912,4,"120,200",10,2003,성수일로8길 47,, ,-,-
서울특별시 성동구 성수동2가,835,835,0,롯데캐슬파크,81.567,201912,5,"106,000",9,2003,성수일로8길 47,, ,-,-
서울특별시 성동구 성수동2가,835,835,0,롯데캐슬파크,81.567,201912,7,"106,500",7,2003,성수일로8길 47,, ,-,-
서울특별시 성동구 성수동2가,835,835,0,롯데캐슬파크,117.174,201912,14,"125,000",1,2003,성수일로8길 47,, ,-,-
서울특별시 성동구 성수동2가,835,835,0,롯데캐슬파크,101.995,201912,25,"128,000",16,2003,성수일로8길 47,, ,-,-
서울특별시 성동구 성수동2가,836,836,0,서울숲금강아미움,80.89,201912,5,"76,700",5,2004,아차산로9길 34,, ,-,-
서울특별시 성동구 성수동2가,836,836,0,서울숲금강아미움,80.89,201912,9,"72,700",9,2004,아차산로9길 34,, ,-,-
서울특별시 성동구 성수동2가,836,836,0,서울숲금강아미움,80.89,201912,12,"75,000",6,2004,아차산로9길 34,, ,-,-
서울특별시 성동구 성수동2가,286,286,0,성수우방2차아파트,59.82,201912,6,"65,000",17,1999,성수일로10길 3,, ,-,-
서울특별시 성동구 성수동2가,286,286,0,성수우방2차아파트,59.82,201912,16,"66,000",10,1999,성수일로10길 3,, ,-,-
서울특별시 성동구 성수동2가,286,286,0,성수우방2차아파트,84.645,201912,17,"78,500",3,1999,성수일로10길 3,, ,-,-
서울특별시 성동구 성수동2가,286,286,0,성수우방2차아파트,84.645,201912,18,"70,000",1,1999,성수일로10길 3,, ,-,-
서울특별시 성동구 성수동2가,286,286,0,성수우방2차아파트,59.82,201912,19,"65,000",6,1999,성수일로10길 3,, ,-,-
서울특별시 성동구 성수동2가,286,286,0,성수우방2차아파트,59.82,201912,23,"66,000",6,1999,성수일로10길 3,, ,-,-
서울특별시 성동구 성수동2가,833,833,0,신성미소지움,59.4,201912,9,"70,000",10,2001,뚝섬로13길 11,, ,-,-
서울특별시 성동구 성수동2가,837,837,0,우성2차,84.39,201912,13,"74,000",5,2006,성수이로16길 13,, ,-,-
서울특별시 성동구 성수동2가,834,834,0,현대I-PARK,104.56,201912,3,"122,000",10,2003,성수이로 137,, ,-,-
서울특별시 성동구 성수동2가,834,834,0,현대I-PARK,116.22,201912,13,"114,000",1,2003,성수이로 137,, ,-,-
서울특별시 성동구 성수동2가,834,834,0,현대I-PARK,84.98,201912,19,"115,000",11,2003,성수이로 137,, ,-,-
서울특별시 성동구 성수동2가,843,843,0,힐스테이트,143,201912,3,"210,000",16,2009,성수일로4길 26,, ,-,-
서울특별시 성동구 성수동2가,843,843,0,힐스테이트,57.49,201912,12,"119,000",8,2009,성수일로4길 26,, ,-,-
서울특별시 성동구 성수동2가,843,843,0,힐스테이트,84.26,201912,13,"144,500",16,2009,성수일로4길 26,, ,-,-
서울특별시 성동구 성수동2가,843,843,0,힐스테이트,143,201912,30,"200,000",17,2009,성수일로4길 26,, ,-,-
서울특별시 성동구 송정동,90,90,0,건영,59.21,201912,2,"48,000",2,2000,동일로 263,, ,-,-
서울특별시 성동구 송정동,90,90,0,건영,59.83,201912,11,"51,700",10,2000,동일로 263,, ,-,-
서울특별시 성동구 송정동,90,90,0,건영,84.945,201912,21,"64,500",19,2000,동일로 263,, ,-,-
서울특별시 성동구 송정동,90,90,0,건영,59.21,201912,21,"47,000",11,2000,동일로 263,, ,-,-
서울특별시 성동구 송정동,90,90,0,건영,59.21,201912,28,"54,800",3,2000,동일로 263,, ,-,-
서울특별시 성동구 송정동,90,90,0,건영,84.945,201912,28,"64,000",15,2000,동일로 263,, ,-,-
서울특별시 성동구 송정동,103,103,0,금호베스트빌,118.266,201912,11,"79,300",8,2002,광나루로 249,, ,-,-
서울특별시 성동구 송정동,103,103,0,금호베스트빌,84.971,201912,23,"72,000",8,2002,광나루로 249,, ,-,-
서울특별시 성동구 송정동,104,104,0,서울숲아이파크,84.87,201912,1,"76,000",10,2009,동일로 237,, ,-,-
서울특별시 성동구 송정동,104,104,0,서울숲아이파크,84.87,201912,9,"75,250",15,2009,동일로 237,, ,-,-
서울특별시 성동구 옥수동,428,428,0,극동,57.78,201912,1,"87,000",6,1986,독서당로 191,, ,-,-
서울특별시 성동구 옥수동,428,428,0,극동,57.78,201912,2,"87,000",7,1986,독서당로 191,, ,-,-
서울특별시 성동구 옥수동,428,428,0,극동,68.58,201912,3,"99,000",11,1986,독서당로 191,, ,-,-
서울특별시 성동구 옥수동,428,428,0,극동,68.58,201912,4,"90,500",2,1986,독서당로 191,, ,-,-
서울특별시 성동구 옥수동,428,428,0,극동,68.58,201912,4,"93,000",3,1986,독서당로 191,, ,-,-
서울특별시 성동구 옥수동,428,428,0,극동,57.78,201912,7,"87,000",9,1986,독서당로 191,, ,-,-
서울특별시 성동구 옥수동,428,428,0,극동,57.78,201912,9,"82,000",2,1986,독서당로 191,, ,-,-
서울특별시 성동구 옥수동,428,428,0,극동,68.58,201912,14,"95,000",2,1986,독서당로 191,, ,-,-
서울특별시 성동구 옥수동,428,428,0,극동,68.58,201912,27,"96,000",3,1986,독서당로 191,, ,-,-
서울특별시 성동구 옥수동,436,436,0,극동그린,84.92,201912,10,"95,500",9,1997,독서당로 175,, ,-,-
서울특별시 성동구 옥수동,12,12,0,동인샤인빌,57.16,201912,11,"72,000",10,2003,독서당로 242,, ,-,-
서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,84.73,201912,2,"144,000",6,2012,매봉길 15,, ,-,-
서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,59.25,201912,6,"112,000",4,2012,매봉길 15,, ,-,-
서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,59.25,201912,6,"115,000",20,2012,매봉길 15,, ,-,-
서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,59.25,201912,7,"110,800",5,2012,매봉길 15,, ,-,-
서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,59.25,201912,7,"118,500",10,2012,매봉길 15,, ,-,-
서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,59.25,201912,7,"117,300",6,2012,매봉길 15,, ,-,-
서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,59.25,201912,9,"117,000",6,2012,매봉길 15,, ,-,-
서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,59.25,201912,9,"108,000",4,2012,매봉길 15,, ,-,-
서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,113.74,201912,10,"165,000",2,2012,매봉길 15,, ,-,-
서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,59.25,201912,10,"112,500",1,2012,매봉길 15,, ,-,-
서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,113.74,201912,10,"175,000",19,2012,매봉길 15,, ,-,-
서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,59.97,201912,13,"113,000",1,2012,매봉길 15,, ,-,-
서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,134.13,201912,14,"190,000",7,2012,매봉길 15,, ,-,-
서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,84.81,201912,16,"147,000",12,2012,매봉길 15,, ,-,-
서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,84.73,201912,18,"140,000",1,2012,매봉길 15,, ,-,-
서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,84.81,201912,27,"163,000",13,2012,매봉길 15,, ,-,-
서울특별시 성동구 옥수동,191-3,191,3,벽산빌라트,148.17,201912,23,"61,300",14,1997,한림말길 56,, ,-,-
서울특별시 성동구 옥수동,250,250,0,삼성,59.7,201912,7,"96,000",19,1999,독서당로 218,, ,-,-
서울특별시 성동구 옥수동,250,250,0,삼성,84.822,201912,11,"119,800",7,1999,독서당로 218,, ,-,-
서울특별시 성동구 옥수동,250,250,0,삼성,59.7,201912,14,"94,500",4,1999,독서당로 218,, ,-,-
서울특별시 성동구 옥수동,560,560,0,옥수어울림,84.65,201912,8,"145,000",16,2011,독서당로40길 37,, ,-,-
서울특별시 성동구 옥수동,560,560,0,옥수어울림,84.699,201912,21,"143,000",11,2011,독서당로40길 37,, ,-,-
서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,76.66,201912,4,"167,000",-1,2016,매봉길 50,, ,-,-
서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,59.91,201912,6,"129,000",9,2016,매봉길 50,, ,-,-
서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,59.88,201912,7,"126,000",8,2016,매봉길 50,, ,-,-
서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,59.88,201912,7,"129,000",11,2016,매봉길 50,, ,-,-
서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,84.51,201912,9,"138,000",2,2016,매봉길 50,, ,-,-
서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,84.51,201912,11,"136,500",1,2016,매봉길 50,, ,-,-
서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,84.3,201912,14,"144,500",3,2016,매봉길 50,, ,-,-
서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,84.51,201912,14,"140,500",1,2016,매봉길 50,, ,-,-
서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,59.78,201912,14,"123,000",3,2016,매봉길 50,, ,-,-
서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,59.88,201912,15,"125,000",5,2016,매봉길 50,, ,-,-
서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,84.64,201912,16,"148,000",7,2016,매봉길 50,, ,-,-
서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,84.64,201912,16,"149,600",12,2016,매봉길 50,, ,-,-
서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,84.92,201912,27,"142,500",5,2016,매봉길 50,, ,-,-
서울특별시 성동구 옥수동,528,528,0,옥수파크힐스101동~116동,59.88,201912,28,"125,000",4,2016,매봉길 50,, ,-,-
서울특별시 성동구 옥수동,528-1,528,1,옥수파크힐스117동~125동,59.91,201912,9,"125,000",15,2016,매봉길 50,, ,-,-
서울특별시 성동구 옥수동,100,100,0,옥수하이츠,114.78,201912,2,"197,800",11,1998,한림말길 50,, ,-,-
서울특별시 성동구 옥수동,100,100,0,옥수하이츠,84.86,201912,9,"137,000",4,1998,한림말길 50,, ,-,-
서울특별시 성동구 옥수동,100,100,0,옥수하이츠,84.86,201912,21,"135,000",8,1998,한림말길 50,, ,-,-
서울특별시 성동구 옥수동,60,60,0,풍림아이원,84.767,201912,7,"123,000",5,2004,뚝섬로 51,, ,-,-
서울특별시 성동구 옥수동,4,4,0,현대,84.9,201912,9,"108,000",5,1990,독서당로40길 25,, ,-,-
서울특별시 성동구 옥수동,4,4,0,현대,71.05,201912,15,"100,000",7,1990,독서당로40길 25,, ,-,-
서울특별시 성동구 용답동,226-4,226,4,YM프라젠,84.95,201912,27,"55,000",4,2007,자동차시장1길 14,, ,-,-
서울특별시 성동구 용답동,15,15,0,중앙하이츠,59.74,201912,17,"44,000",16,1995,용답중앙27길 10,, ,-,-
서울특별시 성동구 응봉동,98,98,0,금호현대,79.8,201912,7,"77,000",5,1990,독서당로 377,, ,-,-
서울특별시 성동구 응봉동,98,98,0,금호현대,79.8,201912,12,"73,000",1,1990,독서당로 377,, ,-,-
서울특별시 성동구 응봉동,98,98,0,금호현대,120,201912,19,"83,500",1,1990,독서당로 377,, ,-,-
서울특별시 성동구 응봉동,100,100,0,대림(1차),75.51,201912,3,"91,000",14,1986,독서당로62길 43,, ,-,-
서울특별시 성동구 응봉동,100,100,0,대림(1차),75.51,201912,10,"89,500",8,1986,독서당로62길 43,, ,-,-
서울특별시 성동구 응봉동,97,97,0,대림(2차),59.91,201912,3,"64,250",10,1989,독서당로 431,, ,-,-
서울특별시 성동구 응봉동,97,97,0,대림(2차),59.91,201912,7,"63,000",3,1989,독서당로 431,, ,-,-
서울특별시 성동구 응봉동,15,15,0,대림강변타운,59.76,201912,2,"75,800",19,2001,고산자로 160,, ,-,-
서울특별시 성동구 응봉동,15,15,0,대림강변타운,59.76,201912,2,"68,800",2,2001,고산자로 160,, ,-,-
서울특별시 성동구 응봉동,15,15,0,대림강변타운,59.76,201912,3,"80,000",13,2001,고산자로 160,, ,-,-
서울특별시 성동구 응봉동,15,15,0,대림강변타운,114.88,201912,5,"115,000",3,2001,고산자로 160,, ,-,-
서울특별시 성동구 응봉동,15,15,0,대림강변타운,59.76,201912,5,"81,500",19,2001,고산자로 160,, ,-,-
서울특별시 성동구 응봉동,15,15,0,대림강변타운,59.76,201912,7,"77,000",7,2001,고산자로 160,, ,-,-
서울특별시 성동구 응봉동,15,15,0,대림강변타운,114.88,201912,9,"125,000",6,2001,고산자로 160,, ,-,-
서울특별시 성동구 응봉동,15,15,0,대림강변타운,59.76,201912,9,"75,000",4,2001,고산자로 160,, ,-,-
서울특별시 성동구 응봉동,15,15,0,대림강변타운,84.42,201912,9,"102,000",10,2001,고산자로 160,, ,-,-
서울특별시 성동구 응봉동,15,15,0,대림강변타운,114.88,201912,11,"120,000",2,2001,고산자로 160,, ,-,-
서울특별시 성동구 응봉동,15,15,0,대림강변타운,59.76,201912,13,"75,000",2,2001,고산자로 160,, ,-,-
서울특별시 성동구 응봉동,15,15,0,대림강변타운,84.42,201912,21,"105,000",20,2001,고산자로 160,, ,-,-
서울특별시 성동구 응봉동,15,15,0,대림강변타운,84.42,201912,24,"114,500",14,2001,고산자로 160,, ,-,-
서울특별시 성동구 응봉동,276,276,0,서울숲리버그린동아아파트,114.86,201912,9,"118,500",25,2003,고산자로4길 34,, ,-,-
서울특별시 성동구 응봉동,276,276,0,서울숲리버그린동아아파트,59.98,201912,14,"76,000",23,2003,고산자로4길 34,, ,-,-
서울특별시 성동구 응봉동,275,275,0,신동아,59.97,201912,5,"55,000",1,1996,독서당로 375,, ,-,-
서울특별시 성동구 응봉동,275,275,0,신동아,84.81,201912,14,"78,000",14,1996,독서당로 375,, ,-,-
서울특별시 성동구 응봉동,275,275,0,신동아,84.81,201912,27,"72,000",15,1996,독서당로 375,, ,-,-
서울특별시 성동구 하왕십리동,1058,1058,0,극동미라주,59.4,201912,2,"62,800",14,2001,난계로 73,, ,-,-
서울특별시 성동구 하왕십리동,1058,1058,0,극동미라주,84.33,201912,7,"72,700",9,2001,난계로 73,, ,-,-
서울특별시 성동구 하왕십리동,1058,1058,0,극동미라주,84.33,201912,14,"72,800",3,2001,난계로 73,, ,-,-
서울특별시 성동구 하왕십리동,1058,1058,0,극동미라주,114.63,201912,17,"87,000",11,2001,난계로 73,, ,-,-
서울특별시 성동구 하왕십리동,1058,1058,0,극동미라주,59.4,201912,18,"63,000",15,2001,난계로 73,, ,-,-
서울특별시 성동구 하왕십리동,1058,1058,0,극동미라주,84.33,201912,27,"74,000",2,2001,난계로 73,, ,-,-
서울특별시 성동구 하왕십리동,1052,1052,0,금호베스트빌,59.79,201912,1,"54,000",1,2001,난계로 114-31,, ,-,-
서울특별시 성동구 하왕십리동,1052,1052,0,금호베스트빌,59.79,201912,6,"62,000",18,2001,난계로 114-31,, ,-,-
서울특별시 성동구 하왕십리동,1052,1052,0,금호베스트빌,114.93,201912,7,"83,000",8,2001,난계로 114-31,, ,-,-
서울특별시 성동구 하왕십리동,1052,1052,0,금호베스트빌,114.93,201912,10,"84,500",12,2001,난계로 114-31,, ,-,-
서울특별시 성동구 하왕십리동,1052,1052,0,금호베스트빌,84.97,201912,11,"72,000",4,2001,난계로 114-31,, ,-,-
서울특별시 성동구 하왕십리동,1052,1052,0,금호베스트빌,59.79,201912,13,"60,000",5,2001,난계로 114-31,, ,-,-
서울특별시 성동구 하왕십리동,1052,1052,0,금호베스트빌,84.97,201912,17,"70,000",1,2001,난계로 114-31,, ,-,-
서울특별시 성동구 하왕십리동,992,992,0,무학현대,84.495,201912,13,"69,000",9,1996,무학봉길 49,, ,-,-
서울특별시 성동구 하왕십리동,1070,1070,0,센트라스,84.99,201912,3,"123,000",22,2016,왕십리로 410,, ,-,-
서울특별시 성동구 하왕십리동,1070,1070,0,센트라스,84.99,201912,3,"131,500",2,2016,왕십리로 410,, ,-,-
서울특별시 성동구 하왕십리동,1070,1070,0,센트라스,84.96,201912,3,"135,000",7,2016,왕십리로 410,, ,-,-
서울특별시 성동구 하왕십리동,1070,1070,0,센트라스,59.94,201912,4,"120,000",10,2016,왕십리로 410,, ,-,-
서울특별시 성동구 하왕십리동,1070,1070,0,센트라스,84.96,201912,4,"128,000",1,2016,왕십리로 410,, ,-,-
서울특별시 성동구 하왕십리동,1070,1070,0,센트라스,115.99,201912,7,"173,000",9,2016,왕십리로 410,, ,-,-
서울특별시 성동구 하왕십리동,1070,1070,0,센트라스,84.96,201912,7,"149,000",9,2016,왕십리로 410,, ,-,-
서울특별시 성동구 하왕십리동,1070,1070,0,센트라스,84.98,201912,8,"150,000",9,2016,왕십리로 410,, ,-,-
서울특별시 성동구 하왕십리동,1070,1070,0,센트라스,84.98,201912,9,"158,000",25,2016,왕십리로 410,, ,-,-
서울특별시 성동구 하왕십리동,1070,1070,0,센트라스,59.99,201912,10,"109,000",13,2016,왕십리로 410,, ,-,-
서울특별시 성동구 하왕십리동,1070,1070,0,센트라스,59.99,201912,10,"107,000",14,2016,왕십리로 410,, ,-,-
서울특별시 성동구 하왕십리동,1070,1070,0,센트라스,84.96,201912,10,"155,000",18,2016,왕십리로 410,, ,-,-
서울특별시 성동구 하왕십리동,1070,1070,0,센트라스,84.99,201912,11,"144,900",16,2016,왕십리로 410,, ,-,-
서울특별시 성동구 하왕십리동,1070,1070,0,센트라스,59.59,201912,11,"112,000",20,2016,왕십리로 410,, ,-,-
서울특별시 성동구 하왕십리동,1070,1070,0,센트라스,59.59,201912,14,"105,000",8,2016,왕십리로 410,, ,-,-
서울특별시 성동구 하왕십리동,1070,1070,0,센트라스,84.99,201912,14,"143,500",11,2016,왕십리로 410,, ,-,-
서울특별시 성동구 하왕십리동,1070,1070,0,센트라스,84.96,201912,14,"152,500",5,2016,왕십리로 410,, ,-,-
서울특별시 성동구 하왕십리동,1070,1070,0,센트라스,59.99,201912,16,"108,000",22,2016,왕십리로 410,, ,-,-
서울특별시 성동구 하왕십리동,1070,1070,0,센트라스,84.99,201912,17,"140,000",8,2016,왕십리로 410,, ,-,-
서울특별시 성동구 하왕십리동,1070,1070,0,센트라스,84.96,201912,31,"149,000",5,2016,왕십리로 410,, ,-,-
서울특별시 성동구 하왕십리동,1002,1002,0,왕십리KCC스위첸,64.236,201912,16,"88,000",13,2016,무학봉길 35,, ,-,-
서울특별시 성동구 하왕십리동,1071,1071,0,왕십리자이,59.99,201912,4,"98,800",14,2017,난계로 100,, ,-,-
서울특별시 성동구 하왕십리동,1071,1071,0,왕십리자이,51.94,201912,6,"83,000",12,2017,난계로 100,, ,-,-
서울특별시 성동구 하왕십리동,1071,1071,0,왕십리자이,59.99,201912,7,"93,000",3,2017,난계로 100,, ,-,-
서울특별시 성동구 하왕십리동,1071,1071,0,왕십리자이,51.91,201912,8,"81,000",4,2017,난계로 100,, ,-,-
서울특별시 성동구 하왕십리동,1071,1071,0,왕십리자이,59.99,201912,9,"96,000",9,2017,난계로 100,, ,-,-
서울특별시 성동구 하왕십리동,1071,1071,0,왕십리자이,59.99,201912,10,"95,000",18,2017,난계로 100,, ,-,-
서울특별시 성동구 하왕십리동,1071,1071,0,왕십리자이,84.99,201912,10,"104,700",1,2017,난계로 100,, ,-,-
서울특별시 성동구 하왕십리동,1071,1071,0,왕십리자이,84.99,201912,13,"115,000",7,2017,난계로 100,, ,-,-
서울특별시 성동구 하왕십리동,1071,1071,0,왕십리자이,84.99,201912,14,"110,000",8,2017,난계로 100,, ,-,-
