서울특별시 강서구 등촌동,707,707,0,"등촌7,8단지주공아파트",41.85,201912,4,"42,180",4,1994,공항대로43길 104,, ,-,-
서울특별시 강서구 등촌동,707,707,0,"등촌7,8단지주공아파트",41.85,201912,13,"39,000",1,1994,공항대로43길 104,, ,-,-
서울특별시 강서구 등촌동,707,707,0,"등촌7,8단지주공아파트",41.85,201912,16,"43,500",3,1994,공항대로43길 104,, ,-,-
서울특별시 강서구 등촌동,707,707,0,"등촌7,8단지주공아파트",41.85,201912,19,"42,800",3,1994,공항대로43길 104,, ,-,-
서울특별시 강서구 등촌동,707,707,0,"등촌7,8단지주공아파트",41.85,201912,25,"43,500",6,1994,공항대로43길 104,, ,-,-
서울특별시 강서구 등촌동,707,707,0,"등촌7,8단지주공아파트",41.85,201912,29,"44,150",13,1994,공항대로43길 104,, ,-,-
서울특별시 강서구 등촌동,707,707,0,"등촌7,8단지주공아파트",41.85,201912,30,"42,000",2,1994,공항대로43길 104,, ,-,-
서울특별시 강서구 등촌동,641-4,641,4,등촌동보람쉬움아파트,84.51,201912,6,"57,900",9,2003,화곡로66길 80,, ,-,-
서울특별시 강서구 등촌동,715,715,0,등촌동아이파크,134.8836,201912,2,"84,000",1,2004,등촌로 163,, ,-,-
서울특별시 강서구 등촌동,715,715,0,등촌동아이파크,165.8299,201912,3,"99,500",6,2004,등촌로 163,, ,-,-
서울특별시 강서구 등촌동,715,715,0,등촌동아이파크,84.7556,201912,13,"80,000",14,2004,등촌로 163,, ,-,-
서울특별시 강서구 등촌동,715,715,0,등촌동아이파크,84.7556,201912,14,"78,000",11,2004,등촌로 163,, ,-,-
서울특별시 강서구 등촌동,715,715,0,등촌동아이파크,84.9958,201912,16,"79,000",4,2004,등촌로 163,, ,-,-
서울특별시 강서구 등촌동,715,715,0,등촌동아이파크,165.8299,201912,20,"101,000",18,2004,등촌로 163,, ,-,-
서울특별시 강서구 등촌동,715,715,0,등촌동아이파크,165.8299,201912,30,"103,000",12,2004,등촌로 163,, ,-,-
서울특별시 강서구 등촌동,715,715,0,등촌동아이파크,84.7556,201912,31,"79,000",8,2004,등촌로 163,, ,-,-
서울특별시 강서구 등촌동,655-46,655,46,등촌동현대2차,59.97,201912,16,"51,500",5,1997,화곡로64길 50,, ,-,-
서울특별시 강서구 등촌동,628-15,628,15,등촌라인(조합),59.91,201912,4,"54,900",17,1997,화곡로68길 33,, ,-,-
서울특별시 강서구 등촌동,628-15,628,15,등촌라인(조합),59.91,201912,14,"56,500",13,1997,화곡로68길 33,, ,-,-
서울특별시 강서구 등촌동,628-15,628,15,등촌라인(조합),59.91,201912,18,"55,000",16,1997,화곡로68길 33,, ,-,-
서울특별시 강서구 등촌동,628-15,628,15,등촌라인(조합),59.91,201912,20,"55,000",15,1997,화곡로68길 33,, ,-,-
서울특별시 강서구 등촌동,628-15,628,15,등촌라인(조합),59.91,201912,20,"51,750",1,1997,화곡로68길 33,, ,-,-
서울특별시 강서구 등촌동,628-15,628,15,등촌라인(조합),93.81,201912,24,"68,000",14,1997,화곡로68길 33,, ,-,-
서울특별시 강서구 등촌동,628-15,628,15,등촌라인(조합),59.91,201912,26,"52,000",2,1997,화곡로68길 33,, ,-,-
서울특별시 강서구 등촌동,628-15,628,15,등촌라인(조합),59.91,201912,31,"52,800",7,1997,화곡로68길 33,, ,-,-
서울특별시 강서구 등촌동,691-3,691,3,부영,80.64,201912,16,"80,000",13,1994,강서로56나길 110,, ,-,-
서울특별시 강서구 등촌동,691-3,691,3,부영,80.64,201912,25,"79,500",4,1994,강서로56나길 110,, ,-,-
서울특별시 강서구 등촌동,691-3,691,3,부영,80.64,201912,26,"77,500",7,1994,강서로56나길 110,, ,-,-
서울특별시 강서구 등촌동,632-4,632,4,삼성한사랑1,84.99,201912,1,"65,600",10,1997,양천로66길 6,, ,-,-
서울특별시 강서구 등촌동,638,638,0,서광등촌마을아파트,59.67,201912,11,"59,950",13,1999,공항대로45길 68-6,, ,-,-
서울특별시 강서구 등촌동,638,638,0,서광등촌마을아파트,84.93,201912,13,"71,500",15,1999,공항대로45길 68-6,, ,-,-
서울특별시 강서구 등촌동,638,638,0,서광등촌마을아파트,84.93,201912,19,"70,000",10,1999,공항대로45길 68-6,, ,-,-
서울특별시 강서구 등촌동,638,638,0,서광등촌마을아파트,84.93,201912,21,"70,000",7,1999,공항대로45길 68-6,, ,-,-
서울특별시 강서구 등촌동,638,638,0,서광등촌마을아파트,84.93,201912,21,"73,000",13,1999,공항대로45길 68-6,, ,-,-
서울특별시 강서구 등촌동,662-3,662,3,신송타워,59.97,201912,27,"41,000",14,1997,화곡로63길 93,, ,-,-
서울특별시 강서구 등촌동,634-13,634,13,심미에셈빌,82.62,201912,17,"51,000",3,2003,공항대로59다길 1,, ,-,-
서울특별시 강서구 등촌동,630-3,630,3,우성,67.68,201912,18,"47,800",2,1992,화곡로68길 115,, ,-,-
서울특별시 강서구 등촌동,630-3,630,3,우성,67.68,201912,19,"49,500",11,1992,화곡로68길 115,, ,-,-
서울특별시 강서구 등촌동,630-3,630,3,우성,66.9,201912,19,"50,000",6,1992,화곡로68길 115,, ,-,-
서울특별시 강서구 등촌동,630-3,630,3,우성,67.68,201912,24,"52,500",8,1992,화곡로68길 115,, ,-,-
서울특별시 강서구 등촌동,630-3,630,3,우성,66.9,201912,28,"50,500",6,1992,화곡로68길 115,, ,-,-
서울특별시 강서구 등촌동,711,711,0,월드메르디앙,84.97,201912,14,"67,500",14,2002,양천로 420,, ,-,-
서울특별시 강서구 등촌동,711,711,0,월드메르디앙,59.79,201912,21,"57,000",5,2002,양천로 420,, ,-,-
서울특별시 강서구 등촌동,711,711,0,월드메르디앙,59.79,201912,23,"54,900",2,2002,양천로 420,, ,-,-
서울특별시 강서구 등촌동,711,711,0,월드메르디앙,84.97,201912,24,"65,000",4,2002,양천로 420,, ,-,-
서울특별시 강서구 등촌동,642,642,0,제일(코오롱),84.83,201912,25,"57,500",2,1999,화곡로66길 90,, ,-,-
서울특별시 강서구 등촌동,702,702,0,주공10,58.14,201912,2,"59,000",10,1995,화곡로63가길 71,, ,-,-
서울특별시 강서구 등촌동,702,702,0,주공10,37.67,201912,3,"43,000",7,1995,화곡로63가길 71,, ,-,-
서울특별시 강서구 등촌동,702,702,0,주공10,37.67,201912,4,"43,800",7,1995,화곡로63가길 71,, ,-,-
서울특별시 강서구 등촌동,702,702,0,주공10,37.67,201912,11,"43,500",12,1995,화곡로63가길 71,, ,-,-
서울특별시 강서구 등촌동,702,702,0,주공10,58.14,201912,21,"59,500",15,1995,화곡로63가길 71,, ,-,-
서울특별시 강서구 등촌동,702,702,0,주공10,58.14,201912,28,"59,500",2,1995,화곡로63가길 71,, ,-,-
서울특별시 강서구 등촌동,688,688,0,주공3,58.14,201912,9,"64,500",8,1995,강서로56나길 37,, ,-,-
서울특별시 강서구 등촌동,688,688,0,주공3,37.67,201912,14,"48,000",8,1995,강서로56나길 37,, ,-,-
서울특별시 강서구 등촌동,688,688,0,주공3,58.14,201912,15,"63,700",15,1995,강서로56나길 37,, ,-,-
서울특별시 강서구 등촌동,688,688,0,주공3,58.14,201912,19,"66,000",14,1995,강서로56나길 37,, ,-,-
서울특별시 강서구 등촌동,688,688,0,주공3,58.14,201912,21,"68,000",10,1995,강서로56나길 37,, ,-,-
서울특별시 강서구 등촌동,688,688,0,주공3,58.14,201912,28,"69,500",11,1995,강서로56나길 37,, ,-,-
서울특별시 강서구 등촌동,688,688,0,주공3,58.14,201912,30,"61,700",2,1995,강서로56나길 37,, ,-,-
서울특별시 강서구 등촌동,695,695,0,주공5,37.67,201912,2,"38,000",2,1995,공항대로39길 74,, ,-,-
서울특별시 강서구 등촌동,695,695,0,주공5,58.14,201912,5,"60,000",4,1995,공항대로39길 74,, ,-,-
서울특별시 강서구 등촌동,695,695,0,주공5,37.67,201912,10,"42,500",14,1995,공항대로39길 74,, ,-,-
서울특별시 강서구 등촌동,695,695,0,주공5,58.14,201912,14,"59,800",3,1995,공항대로39길 74,, ,-,-
서울특별시 강서구 등촌동,695,695,0,주공5,58.14,201912,14,"60,000",1,1995,공항대로39길 74,, ,-,-
서울특별시 강서구 등촌동,695,695,0,주공5,37.67,201912,17,"41,000",3,1995,공항대로39길 74,, ,-,-
서울특별시 강서구 등촌동,695,695,0,주공5,37.67,201912,18,"44,000",8,1995,공항대로39길 74,, ,-,-
서울특별시 강서구 등촌동,695,695,0,주공5,58.14,201912,19,"62,500",14,1995,공항대로39길 74,, ,-,-
서울특별시 강서구 등촌동,695,695,0,주공5,58.14,201912,19,"63,000",5,1995,공항대로39길 74,, ,-,-
서울특별시 강서구 등촌동,695,695,0,주공5,58.14,201912,23,"57,200",15,1995,공항대로39길 74,, ,-,-
서울특별시 강서구 등촌동,695,695,0,주공5,58.14,201912,26,"62,700",7,1995,공항대로39길 74,, ,-,-
서울특별시 강서구 등촌동,695,695,0,주공5,58.14,201912,26,"60,700",15,1995,공항대로39길 74,, ,-,-
서울특별시 강서구 등촌동,656-17,656,17,지엠벨리,25.95,201912,3,"28,000",5,2019,화곡로 374,, ,-,-
서울특별시 강서구 등촌동,656-17,656,17,지엠벨리,25.61,201912,3,"27,500",10,2019,화곡로 374,, ,-,-
서울특별시 강서구 등촌동,701,701,0,"진로,미주아파트",84.96,201912,11,"64,000",1,1994,공항대로 351-21,, ,-,-
서울특별시 강서구 등촌동,701,701,0,"진로,미주아파트",84.96,201912,28,"70,000",13,1994,공항대로 351-21,, ,-,-
서울특별시 강서구 등촌동,701,701,0,"진로,미주아파트",84.96,201912,28,"70,200",6,1994,공항대로 351-21,, ,-,-
서울특별시 강서구 등촌동,645-14,645,14,천우네오젠,84.53,201912,5,"45,700",7,2007,화곡로66길 168,, ,-,-
서울특별시 강서구 등촌동,712,712,0,코오롱오투빌2,59.95,201912,25,"46,000",12,2002,양천로62길 41,, ,-,-
서울특별시 강서구 등촌동,714,714,0,코오롱하늘채,84.96,201912,21,"66,500",8,2003,공항대로55길 19,, ,-,-
서울특별시 강서구 등촌동,714,714,0,코오롱하늘채,59.95,201912,30,"57,300",9,2003,공항대로55길 19,, ,-,-
서울특별시 강서구 등촌동,632-2,632,2,태영,59.97,201912,13,"53,000",4,1998,양천로 590,, ,-,-
서울특별시 강서구 등촌동,632-2,632,2,태영,59.97,201912,26,"52,200",12,1998,양천로 590,, ,-,-
서울특별시 강서구 등촌동,676,676,0,태진아름,59.94,201912,4,"48,000",2,1995,등촌로53길 39,, ,-,-
서울특별시 강서구 등촌동,676,676,0,태진아름,59.94,201912,6,"50,450",9,1995,등촌로53길 39,, ,-,-
서울특별시 강서구 등촌동,634-2,634,2,한사랑2삼성,84.96,201912,3,"69,400",14,1999,공항대로59길 64,, ,-,-
서울특별시 강서구 등촌동,634-2,634,2,한사랑2삼성,84.96,201912,6,"62,000",4,1999,공항대로59길 64,, ,-,-
서울특별시 강서구 등촌동,634-2,634,2,한사랑2삼성,59.37,201912,11,"61,400",4,1999,공항대로59길 64,, ,-,-
서울특별시 강서구 등촌동,634-2,634,2,한사랑2삼성,59.37,201912,14,"60,000",5,1999,공항대로59길 64,, ,-,-
서울특별시 강서구 등촌동,634-2,634,2,한사랑2삼성,59.37,201912,23,"59,000",11,1999,공항대로59길 64,, ,-,-
서울특별시 강서구 등촌동,510-7,510,7,해태골든팰리스,84.55,201912,1,"44,500",7,2009,등촌로51가길 15,, ,-,-
서울특별시 강서구 등촌동,655-27,655,27,현대,84.55,201912,24,"59,800",14,1995,공항대로45길 24,, ,-,-
서울특별시 강서구 마곡동,748,748,0,마곡13단지힐스테이트마스터,84.9805,201912,2,"114,000",4,2017,마곡중앙1로 71,, ,-,-
서울특별시 강서구 마곡동,748,748,0,마곡13단지힐스테이트마스터,59.9825,201912,6,"93,000",6,2017,마곡중앙1로 71,, ,-,-
서울특별시 강서구 마곡동,748,748,0,마곡13단지힐스테이트마스터,59.9825,201912,8,"95,000",10,2017,마곡중앙1로 71,, ,-,-
서울특별시 강서구 마곡동,748,748,0,마곡13단지힐스테이트마스터,59.9825,201912,14,"89,900",2,2017,마곡중앙1로 71,, ,-,-
서울특별시 강서구 마곡동,748,748,0,마곡13단지힐스테이트마스터,59.9855,201912,28,"89,900",4,2017,마곡중앙1로 71,, ,-,-
서울특별시 강서구 마곡동,717,717,0,마곡금호어울림,84.948,201912,20,"65,000",2,2005,양천로47길 94,, ,-,-
서울특별시 강서구 마곡동,717,717,0,마곡금호어울림,84.948,201912,26,"66,000",3,2005,양천로47길 94,, ,-,-
서울특별시 강서구 마곡동,747,747,0,마곡엠밸리10단지,84.89,201912,2,"102,500",8,2016,마곡중앙1로 72,, ,-,-
서울특별시 강서구 마곡동,746,746,0,마곡엠밸리11단지,59.79,201912,3,"89,800",4,2016,공항대로 124,, ,-,-
서울특별시 강서구 마곡동,746,746,0,마곡엠밸리11단지,59.79,201912,7,"89,000",7,2016,공항대로 124,, ,-,-
서울특별시 강서구 마곡동,746-1,746,1,마곡엠밸리12단지,59.79,201912,4,"92,500",12,2016,공항대로 140,, ,-,-
서울특별시 강서구 마곡동,738,738,0,마곡엠밸리4단지,114.86,201912,4,"114,500",1,2014,마곡서로 175,, ,-,-
서울특별시 강서구 마곡동,738,738,0,마곡엠밸리4단지,114.86,201912,20,"105,000",5,2014,마곡서로 175,, ,-,-
서울특별시 강서구 마곡동,740,740,0,마곡엠밸리5단지,114.86,201912,14,"132,000",14,2014,마곡서1로 111-11,, ,-,-
서울특별시 강서구 마곡동,743,743,0,마곡엠밸리6단지,84.88,201912,17,"114,000",3,2014,마곡서1로 100,, ,-,-
서울특별시 강서구 마곡동,743-4,743,4,마곡엠밸리7단지,114.69,201912,2,"152,000",14,2014,마곡서로 133,, ,-,-
서울특별시 강서구 마곡동,743-4,743,4,마곡엠밸리7단지,114.86,201912,7,"134,500",15,2014,마곡서로 133,, ,-,-
서울특별시 강서구 마곡동,741,741,0,마곡엠밸리8단지,84.49,201912,5,"105,600",10,2016,마곡서1로 81,, ,-,-
서울특별시 강서구 마곡동,741,741,0,마곡엠밸리8단지,84.49,201912,7,"99,000",1,2016,마곡서1로 81,, ,-,-
서울특별시 강서구 마곡동,741,741,0,마곡엠밸리8단지,84.74,201912,9,"108,300",6,2016,마곡서1로 81,, ,-,-
서울특별시 강서구 마곡동,741,741,0,마곡엠밸리8단지,84.88,201912,14,"104,000",11,2016,마곡서1로 81,, ,-,-
서울특별시 강서구 마곡동,751,751,0,마곡엠벨리(15단지),59.79,201912,6,"87,000",8,2014,마곡중앙로 36,, ,-,-
서울특별시 강서구 마곡동,751,751,0,마곡엠벨리(15단지),84.88,201912,12,"108,000",15,2014,마곡중앙로 36,, ,-,-
서울특별시 강서구 마곡동,751,751,0,마곡엠벨리(15단지),59.79,201912,23,"90,000",10,2014,마곡중앙로 36,, ,-,-
서울특별시 강서구 마곡동,725-1,725,1,마곡힐스테이트,59.99,201912,4,"94,000",4,2017,마곡중앙3로 74,, ,-,-
서울특별시 강서구 마곡동,725-1,725,1,마곡힐스테이트,84.92,201912,7,"110,000",3,2017,마곡중앙3로 74,, ,-,-
서울특별시 강서구 마곡동,725-1,725,1,마곡힐스테이트,59.99,201912,11,"94,800",10,2017,마곡중앙3로 74,, ,-,-
서울특별시 강서구 마곡동,725-1,725,1,마곡힐스테이트,84.89,201912,16,"115,000",10,2017,마곡중앙3로 74,, ,-,-
서울특별시 강서구 마곡동,429,429,0,벽산,59.98,201912,1,"55,600",5,1999,양천로47길 118,, ,-,-
서울특별시 강서구 마곡동,429,429,0,벽산,59.98,201912,10,"56,000",6,1999,양천로47길 118,, ,-,-
서울특별시 강서구 마곡동,429,429,0,벽산,59.98,201912,14,"57,700",12,1999,양천로47길 118,, ,-,-
서울특별시 강서구 마곡동,429,429,0,벽산,59.98,201912,17,"57,000",15,1999,양천로47길 118,, ,-,-
서울특별시 강서구 마곡동,422,422,0,신안,84.97,201912,17,"78,000",1,1993,양천로30길 123-9,, ,-,-
서울특별시 강서구 마곡동,716,716,0,한솔솔파크,59.81,201912,1,"73,500",4,2005,양천로30길 77,, ,-,-
서울특별시 강서구 마곡동,716,716,0,한솔솔파크,84.87,201912,25,"73,000",1,2005,양천로30길 77,, ,-,-
서울특별시 강서구 방화동,619-7,619,7,AirPalace(619-7),18.6,201912,19,"9,500",8,2013,개화동로27가길 33,, ,-,-
서울특별시 강서구 방화동,819,819,0,개화,101.86,201912,14,"59,500",12,1994,금낭화로 167,, ,-,-
서울특별시 강서구 방화동,898,898,0,경동팰리스힐,12.22,201912,31,"8,500",2,2014,양천로14길 44,, ,-,-
서울특별시 강서구 방화동,201-1,201,1,길훈,51.28,201912,3,"52,000",7,1989,양천로30길 98,, ,-,-
서울특별시 강서구 방화동,201-1,201,1,길훈,65.88,201912,10,"60,000",5,1989,양천로30길 98,, ,-,-
서울특별시 강서구 방화동,874,874,0,대림e-편한세상,59.97,201912,7,"54,400",13,2003,양천로6길 57,, ,-,-
서울특별시 강서구 방화동,874,874,0,대림e-편한세상,84.67,201912,12,"62,800",11,2003,양천로6길 57,, ,-,-
서울특별시 강서구 방화동,870,870,0,동부센트레빌,59.97,201912,8,"53,000",9,2003,양천로3길 17,, ,-,-
서울특별시 강서구 방화동,817,817,0,동성,64.65,201912,24,"57,000",11,1993,금낭화로23길 8,, ,-,-
서울특별시 강서구 방화동,817,817,0,동성,64.65,201912,27,"54,500",13,1993,금낭화로23길 8,, ,-,-
서울특별시 강서구 방화동,817,817,0,동성,84.95,201912,30,"63,000",8,1993,금낭화로23길 8,, ,-,-
서울특별시 강서구 방화동,888,888,0,마곡경남아너스빌,59.91,201912,16,"58,800",8,2007,방화대로34길 62,, ,-,-
서울특별시 강서구 방화동,857,857,0,마곡삼성아파트,59.95,201912,12,"52,000",2,1998,방화대로34길 113,, ,-,-
서울특별시 강서구 방화동,857,857,0,마곡삼성아파트,59.95,201912,23,"56,800",4,1998,방화대로34길 113,, ,-,-
서울특별시 강서구 방화동,876,876,0,마곡우림필유아파트,84.528,201912,12,"66,800",8,2003,양천로28길 29,, ,-,-
서울특별시 강서구 방화동,876,876,0,마곡우림필유아파트,84.528,201912,23,"61,500",3,2003,양천로28길 29,, ,-,-
서울특별시 강서구 방화동,876,876,0,마곡우림필유아파트,84.528,201912,28,"68,500",12,2003,양천로28길 29,, ,-,-
서울특별시 강서구 방화동,852,852,0,마곡중앙하이츠아파트,39.58,201912,3,"31,500",5,1994,양천로6길 28,, ,-,-
서울특별시 강서구 방화동,852,852,0,마곡중앙하이츠아파트,59.34,201912,11,"41,000",3,1994,양천로6길 28,, ,-,-
서울특별시 강서구 방화동,852,852,0,마곡중앙하이츠아파트,59.34,201912,13,"41,700",11,1994,양천로6길 28,, ,-,-
서울특별시 강서구 방화동,852,852,0,마곡중앙하이츠아파트,39.58,201912,16,"32,800",9,1994,양천로6길 28,, ,-,-
서울특별시 강서구 방화동,852,852,0,마곡중앙하이츠아파트,59.34,201912,20,"43,300",13,1994,양천로6길 28,, ,-,-
서울특별시 강서구 방화동,852,852,0,마곡중앙하이츠아파트,51.03,201912,28,"41,000",6,1994,양천로6길 28,, ,-,-
서울특별시 강서구 방화동,852,852,0,마곡중앙하이츠아파트,59.34,201912,28,"44,000",12,1994,양천로6길 28,, ,-,-
서울특별시 강서구 방화동,884,884,0,마곡태승훼미리아파트,74.79,201912,21,"55,000",12,2005,방화대로40길 66,, ,-,-
서울특별시 강서구 방화동,890,890,0,마곡푸르지오,59.87,201912,14,"75,000",12,2008,방화대로34길 88,, ,-,-
서울특별시 강서구 방화동,890,890,0,마곡푸르지오,84.99,201912,24,"90,000",8,2008,방화대로34길 88,, ,-,-
서울특별시 강서구 방화동,890,890,0,마곡푸르지오,84.99,201912,28,"89,900",8,2008,방화대로34길 88,, ,-,-
서울특별시 강서구 방화동,889,889,0,방화3차태승훼미리,105.23,201912,12,"59,000",6,2007,초원로 27,, ,-,-
서울특별시 강서구 방화동,831,831,0,방화4단지,100.35,201912,24,"73,500",8,1994,방화대로47가길 22,, ,-,-
서울특별시 강서구 방화동,814,814,0,방화5,39.6,201912,3,"33,000",1,1994,금낭화로 287-19,, ,-,-
서울특별시 강서구 방화동,814,814,0,방화5,39.6,201912,4,"36,500",6,1994,금낭화로 287-19,, ,-,-
서울특별시 강서구 방화동,814,814,0,방화5,39.6,201912,7,"36,500",9,1994,금낭화로 287-19,, ,-,-
서울특별시 강서구 방화동,814,814,0,방화5,39.6,201912,8,"37,000",6,1994,금낭화로 287-19,, ,-,-
서울특별시 강서구 방화동,814,814,0,방화5,33.18,201912,8,"31,800",9,1994,금낭화로 287-19,, ,-,-
서울특별시 강서구 방화동,814,814,0,방화5,33.18,201912,8,"32,800",8,1994,금낭화로 287-19,, ,-,-
서울특별시 강서구 방화동,814,814,0,방화5,33.18,201912,10,"32,200",11,1994,금낭화로 287-19,, ,-,-
서울특별시 강서구 방화동,814,814,0,방화5,33.18,201912,11,"31,000",4,1994,금낭화로 287-19,, ,-,-
서울특별시 강서구 방화동,814,814,0,방화5,39.6,201912,11,"36,400",4,1994,금낭화로 287-19,, ,-,-
서울특별시 강서구 방화동,814,814,0,방화5,39.6,201912,13,"38,800",5,1994,금낭화로 287-19,, ,-,-
서울특별시 강서구 방화동,814,814,0,방화5,33.18,201912,14,"33,000",11,1994,금낭화로 287-19,, ,-,-
서울특별시 강서구 방화동,814,814,0,방화5,33.18,201912,15,"33,500",9,1994,금낭화로 287-19,, ,-,-
서울특별시 강서구 방화동,814,814,0,방화5,49.77,201912,18,"49,700",9,1994,금낭화로 287-19,, ,-,-
서울특별시 강서구 방화동,814,814,0,방화5,39.6,201912,18,"36,000",11,1994,금낭화로 287-19,, ,-,-
서울특별시 강서구 방화동,814,814,0,방화5,39.6,201912,19,"40,000",4,1994,금낭화로 287-19,, ,-,-
서울특별시 강서구 방화동,814,814,0,방화5,33.18,201912,20,"32,000",12,1994,금낭화로 287-19,, ,-,-
서울특별시 강서구 방화동,814,814,0,방화5,39.6,201912,20,"38,000",13,1994,금낭화로 287-19,, ,-,-
서울특별시 강서구 방화동,814,814,0,방화5,49.77,201912,26,"48,000",5,1994,금낭화로 287-19,, ,-,-
서울특별시 강서구 방화동,814,814,0,방화5,49.77,201912,28,"47,000",12,1994,금낭화로 287-19,, ,-,-
서울특별시 강서구 방화동,814,814,0,방화5,33.18,201912,29,"31,000",2,1994,금낭화로 287-19,, ,-,-
서울특별시 강서구 방화동,814,814,0,방화5,49.77,201912,30,"47,000",8,1994,금낭화로 287-19,, ,-,-
서울특별시 강서구 방화동,814,814,0,방화5,33.18,201912,31,"33,500",10,1994,금낭화로 287-19,, ,-,-
서울특별시 강서구 방화동,839,839,0,방화그린,49.77,201912,1,"38,900",8,1993,방화대로48길 40,, ,-,-
서울특별시 강서구 방화동,839,839,0,방화그린,33.6,201912,3,"25,500",10,1993,방화대로48길 40,, ,-,-
서울특별시 강서구 방화동,839,839,0,방화그린,33.6,201912,5,"25,750",2,1993,방화대로48길 40,, ,-,-
서울특별시 강서구 방화동,839,839,0,방화그린,39.76,201912,13,"30,900",11,1993,방화대로48길 40,, ,-,-
서울특별시 강서구 방화동,839,839,0,방화그린,33.6,201912,14,"28,470",13,1993,방화대로48길 40,, ,-,-
서울특별시 강서구 방화동,839,839,0,방화그린,39.76,201912,16,"31,000",6,1993,방화대로48길 40,, ,-,-
서울특별시 강서구 방화동,804,804,0,방화동진로아파트,84.63,201912,12,"52,500",5,1994,금낭화로 258,, ,-,-
서울특별시 강서구 방화동,804,804,0,방화동진로아파트,84.96,201912,30,"50,200",3,1994,금낭화로 258,, ,-,-
서울특별시 강서구 방화동,902,902,0,방화메이빌,54.1546,201912,6,"44,000",8,2017,금낭화로 162,, ,-,-
서울특별시 강서구 방화동,902,902,0,방화메이빌,48.8686,201912,10,"34,500",3,2017,금낭화로 162,, ,-,-
서울특별시 강서구 방화동,585-4,585,4,삼미,58.29,201912,14,"42,000",3,1982,초원로 30,, ,-,-
서울특별시 강서구 방화동,585-4,585,4,삼미,76,201912,19,"30,000",3,1982,초원로 30,, ,-,-
서울특별시 강서구 방화동,585-4,585,4,삼미,76,201912,21,"50,000",2,1982,초원로 30,, ,-,-
서울특별시 강서구 방화동,858,858,0,삼성꽃마을,84.41,201912,14,"54,000",6,1997,양천로18길 27,, ,-,-
서울특별시 강서구 방화동,858,858,0,삼성꽃마을,84.41,201912,24,"51,700",3,1997,양천로18길 27,, ,-,-
서울특별시 강서구 방화동,858,858,0,삼성꽃마을,67.01,201912,24,"46,700",9,1997,양천로18길 27,, ,-,-
서울특별시 강서구 방화동,796,796,0,신동아,84.81,201912,7,"60,000",4,1995,방화대로37길 15,, ,-,-
서울특별시 강서구 방화동,796,796,0,신동아,84.81,201912,14,"63,000",11,1995,방화대로37길 15,, ,-,-
서울특별시 강서구 방화동,796,796,0,신동아,59.4,201912,16,"49,500",8,1995,방화대로37길 15,, ,-,-
서울특별시 강서구 방화동,796,796,0,신동아,59.4,201912,25,"49,800",14,1995,방화대로37길 15,, ,-,-
서울특별시 강서구 방화동,868,868,0,신안네트빌1단지,91.9719,201912,4,"58,000",13,2002,양천로14길 37,, ,-,-
서울특별시 강서구 방화동,869,869,0,신안네트빌2단지,57.1659,201912,19,"44,900",3,2002,양천로14길 61,, ,-,-
서울특별시 강서구 방화동,878,878,0,월드메르디앙101동,84.93,201912,3,"60,000",4,2004,양천로1길 117,, ,-,-
서울특별시 강서구 방화동,879,879,0,"월드메르디앙201동,202동",84.93,201912,6,"60,000",9,2004,양천로1길 117,, ,-,-
서울특별시 강서구 방화동,841,841,0,장미,49.2,201912,4,"37,000",5,1994,양천로 125,, ,-,-
서울특별시 강서구 방화동,841,841,0,장미,49.2,201912,5,"36,000",9,1994,양천로 125,, ,-,-
서울특별시 강서구 방화동,841,841,0,장미,49.2,201912,10,"36,900",12,1994,양천로 125,, ,-,-
서울특별시 강서구 방화동,841,841,0,장미,39.96,201912,16,"32,000",8,1994,양천로 125,, ,-,-
서울특별시 강서구 방화동,841,841,0,장미,49.2,201912,18,"35,000",10,1994,양천로 125,, ,-,-
서울특별시 강서구 방화동,841,841,0,장미,49.2,201912,21,"36,800",7,1994,양천로 125,, ,-,-
서울특별시 강서구 방화동,841,841,0,장미,49.2,201912,26,"36,000",12,1994,양천로 125,, ,-,-
서울특별시 강서구 방화동,866,866,0,청성,84.6275,201912,4,"48,000",12,2002,금낭화로 100,, ,-,-
서울특별시 강서구 방화동,832,832,0,청솔,59.04,201912,1,"45,000",5,1994,방화대로47길 55,, ,-,-
서울특별시 강서구 방화동,832,832,0,청솔,39.36,201912,12,"32,000",13,1994,방화대로47길 55,, ,-,-
서울특별시 강서구 방화동,832,832,0,청솔,49.2,201912,18,"43,000",11,1994,방화대로47길 55,, ,-,-
서울특별시 강서구 방화동,832,832,0,청솔,49.2,201912,25,"38,800",2,1994,방화대로47길 55,, ,-,-
서울특별시 강서구 방화동,832,832,0,청솔,49.2,201912,31,"40,000",2,1994,방화대로47길 55,, ,-,-
서울특별시 강서구 방화동,880,880,0,치현마을동일스위트리버,59.9813,201912,13,"48,800",4,2004,금낭화로24가길 28,, ,-,-
서울특별시 강서구 방화동,319-9,319,9,태청,78.99,201912,3,"37,000",7,2002,방화대로49길 6-21,, ,-,-
서울특별시 강서구 방화동,168-114,168,114,한림리첸빌102동,84.42,201912,24,"46,500",4,2005,양천로 132,, ,-,-
서울특별시 강서구 방화동,286-1,286,1,한미(286-1),47.22,201912,13,"40,500",1,1988,양천로23길 9,, ,-,-
서울특별시 강서구 방화동,286-1,286,1,한미(286-1),47.22,201912,19,"38,000",5,1988,양천로23길 9,, ,-,-
